100_10.jpg;0.00879444;0.38665;-0.0331331;0.97184;0;0.527875;0.862042
101_10.jpg;0.00858889;0.41098;-0.104226;0.965676;0;0.508653;0.822732
102_10.jpg;0.00933333;0.457579;-0.0980744;0.959016;0;0.519684;0.845326
103_10.jpg;0.00841111;0.42934;0.0270904;0.962225;0;0.503929;0.822623
104_10.jpg;0.00848611;0.481313;0.0644076;0.954288;0;0.519805;0.845379
105_10.jpg;0.00945833;0.452426;0.0577024;0.959712;0;0.518838;0.845516
106_10.jpg;0.00861111;0.384581;-0.0322352;0.971112;0;0.531101;0.860781
107_10.jpg;0.008475;0.474306;0.00228969;0.954496;0;0.521096;0.840965
108_10.jpg;0.008925;0.422306;0.0599976;0.966015;0;0.528074;0.852373
109_10.jpg;0.00867222;0.47815;-0.339529;0.95554;0;0.516584;0.841858
10_10.jpg;0.00810833;0.414264;-0.156561;0.955287;0;0.501213;0.790898
110_10.jpg;0.00919444;0.414834;0.316074;0.968815;0;0.521222;0.847942
111_10.jpg;0.00897778;0.444654;-0.277268;0.96019;0;0.512467;0.829908
112_10.jpg;0.00912778;0.442288;0.229233;0.960574;0;0.514142;0.833645
113_10.jpg;0.00857222;0.437654;-0.163726;0.959733;0;0.504445;0.821553
114_10.jpg;0.00878611;0.494822;0.0180434;0.9537;0;0.524001;0.854076
115_10.jpg;0.0082;0.426134;-0.0449873;0.961467;0;0.510446;0.819242
116_10.jpg;0.00890833;0.46435;0.281656;0.957919;0;0.514929;0.84055
117_10.jpg;0.00942222;0.445116;-0.408437;0.960226;0;0.511871;0.833218
118_10.jpg;0.00887778;0.442041;0.407552;0.961341;0;0.514433;0.834175
119_10.jpg;0.00919444;0.432403;-0.285543;0.955243;0;0.501534;0.804369
11_10.jpg;0.00766944;0.380303;0.106174;0.960097;0;0.500666;0.779489
120_10.jpg;0.00968611;0.476482;0.235262;0.951924;0;0.516387;0.839357
121_10.jpg;0.012775;0.319191;0.151979;0.975583;0;0.493315;0.821873
122_10.jpg;0.0120083;0.303044;-0.108252;0.981482;0;0.509994;0.86384
123_10.jpg;0.011975;0.294601;0.110536;0.979166;0;0.493417;0.824973
124_10.jpg;0.0113167;0.333649;-0.183848;0.976079;0;0.514228;0.862346
125_10.jpg;0.0109472;0.32679;0.146148;0.97699;0;0.514282;0.860346
126_10.jpg;0.0109194;0.304198;-0.139813;0.981354;0;0.515683;0.877174
127_10.jpg;0.0121639;0.415132;-0.0941883;0.965831;0;0.518616;0.872499
128_10.jpg;0.0111111;0.346337;-0.00339537;0.97908;0;0.52867;0.887974
129_10.jpg;0.012;0.311028;0.0475935;0.976258;0;0.493734;0.817227
12_10.jpg;0.007525;0.433494;-0.288753;0.957881;0;0.517921;0.822857
130_10.jpg;0.0113583;0.327032;-0.187772;0.977137;0;0.508754;0.860208
